0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
0.000000;0.000000;0.000000;0;1.#INF00
